report_id,raw_text,incident_type,victim_count,vulnerable_victim,medical_emergency,location_description,severity_hint
9d756d8c-944b-4f66-a9db-d1d82dfcfcd1,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 845, Choudhury Marg, Sambalpur 148160",MEDIUM
cef1ee4f-4b8c-4e20-8522-5b3963a26ef2,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 24, Palla Zila, Visakhapatnam 264507",MEDIUM
c0627eb7-c2d7-42e1-94e6-405f395e76be,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"01/458, Srinivas Ganj, Raiganj-557106",HIGH
5745fc06-6281-4cd6-a8a1-4c97eda61022,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 080, Iyengar Marg, Katihar 059698",MEDIUM
7f0879fb-72cd-4109-b07b-39f78576fb96,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"86/72, Basak Circle, Satna-980680",MEDIUM
8ee1a9ea-7e0a-4c7d-98ca-848bd9277481,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 895, Solanki Circle, Bhind 088991",HIGH
204ec262-96bb-4794-ba7f-4df7d5f2cf6f,3 people trapped inside a flooded house. One person is infant.,FLOOD,3,True,False,"237, Mittal Circle, Thoothukudi-555127",HIGH
c5208429-798e-4dd6-812f-dbf8fe7d032c,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 35, Bava Nagar, Madanapalle-411024",HIGH
423ab201-c3b0-4525-912b-a8384c2d2eed,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"38, Golla Marg, Muzaffarnagar-377246",HIGH
984cb9c7-bd44-4f4c-83c1-a5e20c442453,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"35/56, Sibal Road, Dindigul 396508",MEDIUM
aef0627c-b603-4b82-a404-0b22cd64a929,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 57, Arya, Nagercoil-996513",MEDIUM
38e8f950-8023-4136-93f7-4b7964588d15,3 people trapped inside a flooded house. One person is infant.,FLOOD,3,True,False,"73/942, Banik Street, Munger-155235",HIGH
92818c62-8a60-4c7c-a58f-372c093a01f3,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"023, Pau Road, Vijayanagaram 963895",HIGH
e16089d3-76d9-4ff5-b30f-c2810a6d7c9e,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 02, Bali Nagar, Hospet 307549",MEDIUM
1cb20c85-c58c-4a54-98a5-d96728355938,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"H.No. 450, Puri Ganj, Rajahmundry-507161",HIGH
bcd671a6-6b50-4f68-8d2e-48e06e7d67f3,3 people trapped inside a flooded house. One person is elderly.,FLOOD,3,True,False,"59, Sant, Morbi-040883",HIGH
04264b1f-83a9-454c-b081-3d13c0fb8961,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 89, Karnik Circle, Nashik 837211",HIGH
b0c9bb00-52b0-4ff5-861c-5db8c8fda936,Family of five stranded on rooftop.,FLOOD,5,False,False,"69/130, Kapur Ganj, Rajpur Sonarpur-620641",HIGH
de8158e5-c6c1-4b90-baa1-e93af7b05bd5,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"939, Dyal Zila, Raipur-974371",HIGH
3f15e0ac-28da-4323-b5ff-d726aa7c855d,Family of four stranded on rooftop.,FLOOD,4,False,False,"92/06, Sastry Zila, Tirupati-116008",HIGH
7d3403fb-404a-4eda-8a7e-02fa54585dbb,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"83/450, More Path, Unnao 412878",HIGH
84f4e24b-c280-4cdd-b493-5485ed32995c,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"34, Pillai Street, Bathinda-393476",MEDIUM
